4.013.752,NOVO,1,DISPOSITIVO ELÉTRICO DE CONTROLE - DEC - AXON Mod. TASER 10  Nº SÉRIE: T19K19228,"0,00",RESERVA DE ARMAS
4.013.753,NOVO,1,DISPOSITIVO ELÉTRICO DE CONTROLE - DEC - AXON Mod. TASER 10  Nº SÉRIE: T19K19240,"0,00",RESERVA DE ARMAS
4.013.598,NOVO,1,DISPOSITIVO ELÉTRICO DE CONTROLE - DEC - AXON Mod. TASER 10  Nº SÉRIE: T19K19537,"0,00",RESERVA DE ARMAS
4.013.658,NOVO,1,DISPOSITIVO ELÉTRICO DE CONTROLE - DEC - AXON Mod. TASER 10  Nº SÉRIE: T19K26116,"0,00",RESERVA DE ARMAS
4.013.751,NOVO,1,DISPOSITIVO ELÉTRICO DE CONTROLE - DEC - AXON Mod. TASER 10  Nº SÉRIE: T19K26563,"0,00",RESERVA DE ARMAS
N/C,NOVO,5,COLDRE - AXON Mod. TASER10 - DESTRO,"0,00",RESERVA DE ARMAS
N/C,NOVO,75,CARTUCHO DEC Operacional - AXON Mod. TASER 10 ,"0,00",RESERVA DE ARMAS
